band_name,fans,formed,origin,style,split
Akem Manah (USA),1,2009,USA,Death doom,2009
Akhenaten,1,2012,USA,"Black,Death",-
Aktor,1,2013,Finland,"Psychedelic hard rock,Heavy",2013
Alien Syndrome 777,1,2007,Italy,Avantgarde black,-
Alkimya,1,2004,France,Progressive,2004
Alkoholizer,1,2006,"Italy, Spain",Thrash,-
Amor E Morte,1,2004,Bulgaria,"Gothic,Symphonic black",2004
Ancient Altar,1,2013,USA,"Sludge,Doom",-
Andacht,1,2008,USA,Atmospheric black,2008
Angmaer,1,2013,United Kingdom,Black,-
Angrepp,1,2005,Sweden,"Black,Thrash",2005
Anima Tempo,1,2009,Mexico,Progressive death,-
Antagonist Zero,1,2010,Finland,Death doom,2010
Antlion,1,2012,Canada,Progressive death,-
Apa Simbetii,1,2009,Romania,"Progressive death,Black",2009
Apathie,1,2009,Germany,Black,-
Aposthate,1,2004,Italy,Brutal death,2004
Arbitrator (CAN),1,2010,Canada,Industrial death,-
Architects Of Chaoz,1,2014,Germany,Heavy,2014
Armahda,1,2011,Brazil,"Heavy,Power",-
Arryan Path,1,1997,"USA, Cyprus","Heavy,Power",1997
Arsh Anubis,1,2011,USA,Black,-
Artisian,1,2004,United Kingdom,"Black,Death",2004
As Autumn Calls,1,2005,Canada,"Death,Doom",-
Ashen Horde,1,2013,USA,Progressive black,2013
Ashtar,1,2012,Switzerland,"Sludge,Drone",-
Aspectra,1,2014,Norway,"Black,Death",2014
Astral Tears,1,2009,France,"Progressive,Alternative",-
Asymmetry,1,2011,Serbia,Progressive,2011
Aurinko,1,2011,Canada,"Doom,Folk",2013
Autumn: Death,1,2011,Sweden,"Melodic black,Melodic death",2011
Axial Lead,1,2011,Romania,Progressive,-
Azavatar,1,2013,Germany,Black,2013
Baptists,1,2010,Canada,"Hardcore,Punk",-
Basement Torture Killings,1,2007,United Kingdom,Death,2007
Bask,1,2013,USA,"Post-metal,Stoner rock,Psychedelic rock",-
Battlezone,1,1985,United Kingdom,"Groove thrash,Heavy",1985
Beaten Back To Pure,1,1998,USA,"Doom,Sludge",-
Before God,1,1997,USA,"Black,Folk",1997
Bersimbah Darah,1,2007,Indonesia,Deathgrind,-
Beyond The Flesh,1,2000,USA,Melodic death,2000
Bhleg,1,2013,Sweden,Atmospheric black,-
Black Succubi,1,2005,Denmark,Heavy,2005
Blackened,1,1997,Germany,"Heavy,Power",2007
Blackwelder,1,2012,USA,Power,2012
Blade Of Spirit,1,1996,Greece,Power,-
Blastanus,1,2007,Finland,"Brutal death,Grindcore",2007
Blliigghhtted,1,2014,Turkey,Experimental black,-
Bloodgut,1,2004,Sweden,Death,2004
Blustery Caveat,1,2002,Greece,Brutal death,-
Born From Ruins,1,2009,USA,"Alternative,Hard rock",2009
Brainchoke,1,2000,United Kingdom,"Grindcore,Death",-
Bubonic Wrath,1,2005,USA,"Black,Death,Thrash",2005
Burnsred,1,2007,USA,"Progressive sludge,Doom,Post-metal",-
Burweed,1,2009,Finland,"Atmospheric sludge,Post-metal",2009
Cadmium,1,2010,France,Symphonic,-
Cannibal Accident,1,2007,Finland,Grindcore,2007
Cara Neir,1,2008,USA,Experimental black,-
Carry The Storm,1,2008,USA,"Thrash,Death",2008
Castrator,1,2013,USA,Death,-
Casual Silence,1,1993,The Netherlands,Progressive,1993
Cat O' Nine Tails,1,2012,Finland,"Folk,Symphonic power",-
Ceremonia,1,2011,France,Atmospheric doom,2011
Cetacean,1,2015,USA,"Doom,Sludge",-
Chrome Waves,1,2010,USA,"Atmospheric black,Post-metal",2010
Citizen,1,2004,USA,Grindcore,2011
Code Of Nelson's Folly,1,2012,Croatia,Folk,2012
Cold Night For Alligators,1,2008,Denmark,"Progressive math,Djent",-
Collateral Damage,1,2004,Italy,Heavy,2004
Collide,1,2003,Latvia,Thrash,-
Coltsblood,1,2010,United Kingdom,"Doom,Sludge",2010
Conjuro Nuclear,1,2012,Spain,"Black,Darkwave",-
Contemplator,1,2011,Canada,"Progressive,Instrumental",2011
Corr Mhóna,1,2009,Ireland,"Doom,Heavy,Celtic black",-
Corrupted Melody,1,1995,Slovak Republic,"Death,Atmospheric doom",1995
Crépuscule,1,2007,Canada,Atmospheric black,-
Cryogenic,1,1993,Germany,Symphonic black,1993
Crypt Of Kerberos,1,1990,Sweden,"Death doom,Progressive death",-
Cursed 13,1,1998,Sweden,Black,1998
Daedalus,1,2000,Italy,Progressive,-
Dalkhu,1,2003,Slovenia,"Black,Death",2003
Dark Covenant,1,2009,Canada,Doom,-
Dark Wings Syndrome,1,2008,Portugal,"Gothic,Progressive",2008
Darkall Slaves,1,2005,France,Brutal death,-
Darkened Souls,1,2006,Finland,"Doom,Melodic death",2006
DarkRise,1,1998,Switzerland,Brutal death,-
Dawn Of Oblivion,1,1991,Sweden,Gothic,1991
Dead Head,1,1989,The Netherlands,Thrash,-
Deadalus,1,2010,Belgium,Progressive death,2010
Deadspace,1,2014,Australia,Depressive black,-
Dearly Beheaded,1,1993,United Kingdom,"Thrash,Power",1993
Death Mechanism,1,2003,Italy,Thrash,-
Death Wolf,1,2011,Sweden,"Heavy,Punk",2011
Decease,1,2011,Romania,"Death,Thrash",-
Deceiver,1,2002,Sweden,"Heavy,Thrash",2002
Demonstealer,1,1998,India,"Black,Death,Thrash",-
Dendritic Arbor,1,2012,USA,"Black,Grindcore",2012
Deos,1,2013,United Kingdom,Funeral doom,-
Diamonds Are Forever,1,2011,Romania,Metalcore,2011
Die Toten Kehren Wieder Mit Dem Wind,1,1995,Germany,Black,-
Dodenkrocht,1,2004,The Netherlands,"Black,Doom",2004
Domgård,1,1997,Sweden,Black,-
Doomocracy,1,-,Greece,Doom,-
Douce Morphine,1,2000,France,Atmospheric doom,2009
Dracena,1,1994,Sweden,"Death,Thrash",1994
Drag The Dead,1,2009,USA,"Death,Grindcore",-
Dryade,1,1997,France,"Progressive,Melodic progressive",1997
Dyecrest,1,1993,Finland,"Heavy,Power",-
Dyscord,1,2003,Australia,Metalcore,2003
Ecliptyka,1,1998,Brazil,Heavy,-
Ectovoid,1,2010,USA,Death,2010
Eden Sands,1,2013,USA,"Doom,Stoner",-
El Comer Ocho,1,2008,Belgium,Deathcore,2008
Elderoth,1,2007,Canada,Progressive power,-
Elgibbor,1,1999,Poland,Black,1999
Elusion,1,2015,Belgium,"Gothic,Symphonic",-
Embers,1,2004,USA,"Black,Doom,Crust,Punk",2004
Empire Auriga,1,2008,USA,"Industrial black,Ambient",-
Equinox,1,2013,France,"Symphonic,Progressive",2013
Ergot,1,2009,Italy,Atmospheric black,-
Erik Norlander,1,1993,USA,Progressive,1993
Errorgeist,1,2013,USA,"Industrial,Death",-
Estoner,1,2009,Estonia,Stoner,2009
Eternal Mourning,1,1995,Portugal,Gothic doom,-
Evenmore,1,2011,Switzerland,"Power,Progressive,Folk",2011
Evil Survives,1,2008,Canada,Heavy,-
Evohé,1,2000,France,Pagan black,2000
Ex Dementia,1,2005,USA,"Death,Thrash",-
Face Off,1,2006,Serbia,"Alternative,Post-metal",2006
Fallen Yggdrasil,1,1996,Germany,Death,-
Fange,1,2013,France,Blackened doom,2013
Farseer,1,2008,United Kingdom,"Power,Heavy",-
Fatal Smile,1,1995,Sweden,Hard rock,1995
Fever Sea,1,2011,United Kingdom,"Atmospheric black,Post-metal",-
Fire Trails,1,2002,Italy,"Heavy,Hard rock",2002
Fireproven,1,2008,Finland,Extreme progressive,-
Flowing Tears & Withered Flowers,1,1995,Germany,Gothic doom,1995
Fondlecorpse,1,1996,The Netherlands,Death,-
Frowning,1,2011,Germany,Funeral doom,2011
Funeral Moth,1,2005,Japan,Funeral doom,-
Funerarium,1,2000,Luxembourg,Black,2000
Fury UK,1,2002,United Kingdom,Heavy,-
Geryon,1,2012,USA,Technical death,2012
Ghoulgotha,1,2012,USA,Death doom,-
Gjenferdsel,1,2002,Norway,Black,2002
Gloom,1,2002,Spain,Death,-
Gloson,1,2014,Sweden,"Post-metal,Sludge",2014
Goddess Of Desire,1,1995,The Netherlands,Heavy,2009
GodHateCode,1,2007,Austria,"Death,Grindcore",2007
Gorrch,1,2010,Italy,Black,-
Grey,1,2004,USA,Doom,2004
Grimegod,1,1991,Romania,"Death,Doom,Gothic",-
Grimpen Mire,1,2007,United Kingdom,"Doom,Sludge",2007
Grisâtre,1,2006,France,"Atmospheric black,Depressive black",-
Groinchurn,1,1994,South Africa,Grindcore,1994
Gutfed,1,2011,Turkey,"Brutal death,Grindcore",-
Hadal Maw,1,2010,Australia,Technical death,2010
Hanternoz,1,2006,France,"Celtic folk,Black",-
Head Phones President,1,2000,Japan,Alternative,2000
Helion,1,1995,Finland,Progressive,-
Hell's Thrash Horsemen,1,2007,Russia,Thrash,2007
Heonia,1,2006,France,"Symphonic,Progressive",-
Highgate,1,2005,USA,Doom,2005
Hlidolf,1,2002,Norway,"Drone,Dark ambient",2004
Hordes Of The Lunar Eclipse,1,1995,USA,Black,1995
Horizon Of The Mute,1,2015,Finland,"Funeral doom,Drone doom",-
Horncrowned,1,2001,Colombia,Black,2001
Humanfly,1,2000,United Kingdom,"Atmospheric,Sludge,Metal",-
Huron,1,2007,United Kingdom,"Melodic thrash,Progressive",2007
Husqvarna,1,1989,Latvia,"Death,Thrash",-
Ibex Angel Order,1,2013,The Netherlands,Black,2013
Ides Of Winter,1,2011,Canada,Black,-
Ilsa,1,2008,USA,"Death doom,Crust,Punk",2008
Immorior,1,2013,Germany,"Atmospheric black,Post-metal",-
Imperceptum,1,2014,Germany,"Atmospheric black,Funeral doom",2014
In Cauda Venenum,1,2010,France,Black,-
In Vain (ESP),1,2001,Spain,"Heavy,Power",2001
Incapacitate,1,2002,USA,"Thrash,Grindcore",-
Infection,1,2006,Peru,Death,2006
Infernal Angels,1,2002,Italy,Melodic black,-
Infinite Waste,1,2014,USA,Grindcore,2014
Infinity²,1,2015,Russia,"Progressive,Alternative rock",-
Inhepsie,1,2001,France,Atmospheric gothic,2001
Inimical,1,2005,Denmark,"Death,Metalcore",-
Into The Nethermost,1,1998,Spain,"Death,Black,Thrash",1998
Intrinsic,1,1984,USA,"Power,Progressive,Thrash",-
Iron Void,1,1998,United Kingdom,Doom,1998
Itnuveth,1,2013,Spain,Pagan black,-
Jackdevil,1,2010,Brazil,"Thrash,Heavy",2010
Jesus Ain't In Poland,1,2004,Italy,"Grindcore,Deathgrind",-
Jezabel,1,1993,Argentina,Power,1993
K.F.R,1,2013,France,"Black,Ambient",-
K.L.L.K.,1,2010,France,Atmospheric black,2010
Kalmankantaja,1,2011,Finland,Depressive black,-
Kanashimi,1,2007,Japan,"Depressive black,Funeral doom",2007
Kardashev,1,2012,USA,"Atmospheric death,Deathcore",-
Kempes,1,2013,Romania,"Heavy,Hard rock",2013
Khanus,1,2015,Finland,Death,-
Khaotic,1,2012,Brazil,Black,2012
Kill Ritual,1,2010,USA,Thrash,-
Killing Addiction,1,1988,USA,Death,1988
Kilmara,1,2003,Spain,"Heavy,Progressive power",-
Kinetic,1,2002,Greece,Progressive death,2002
Knelt Rote,1,2008,USA,"Grindcore,Noise,Power,Electronics ,Black",-
Kommandant,1,2005,USA,"Blackened death,Thrash",2005
Krle?,1,1990,Czech Republic,Heavy,-
Kroh,1,2011,United Kingdom,"Doom,Stoner",2011
L'Hiver En Deuil,1,2010,Belgium,Black,-
Leeds Point,1,2012,USA,"Heavy,Stoner",2012
Legacy ID,1,2012,Latvia,Progressive,-
Lenore S. Fingers,1,2010,Italy,Gothic,2010
Licht- Und Schattensaiten,1,2001,Germany,Avantgarde black,-
Linea 77,1,1993,Italy,Nu,1993
Lion Twin,1,2011,Germany,"Heavy,Hard rock",-
Lionheart,1,2004,USA,Hardcore,2004
Liquid Graveyard,1,2006,Spain,Progressive death,-
Lo-Ruhamah,1,2004,USA,Death,2004
Lucifixion,1,1990,USA,"Death,Melodic death",-
Lumbar,1,2013,USA,"Doom,Sludge",2013
Luna Field,1,1998,Germany,"Black,Death",-
Luthor,1,2003,Australia,Heavy,2003
Macabra,1,2011,Belgium,Death,-
Mangog,1,2014,USA,Doom,2014
Manimalism,1,1992,Norway,"Black,Avantgarde",-
Massakren,1,2008,USA,"Extreme power,Melodic death",2008
Masters Of Metal,1,2011,USA,"Speed,Thrash",-
Materia,1,2007,Poland,Deathcore,2007
Maudlin,1,2004,Belgium,"Post-metal,Sludge",-
MCM,1,2004,USA,Progressive,2004
Mefitic,1,2004,Italy,"Black,Death",-
Megaton Leviathan,1,2007,USA,Drone doom,2007
Melencolia Estatica,1,2004,Italy,Black,-
Mercury Rain,1,1999,United Kingdom,"Power,Gothic",1999
Merda Mundi,1,2006,Belgium,Black,-
Mesmur,1,2013,USA,Funeral doom,2013
Metalstorm,1,2011,Australia,Thrash,2015
Methedras,1,1996,Italy,Thrash,1996
Michael Schenker's Temple Of Rock,1,2011,Germany,"Heavy,Hard rock",-
Midwinter,1,2000,France,Gothic,2000
Mincing Fury And Guttural Clamour Of Queer Decay,1,1996,Czech Republic,"Brutal death,Goregrind",-
Mion's Hill,1,2012,Norway,Black,2012
Mirror Of Deception,1,1990,Germany,Doom,-
Misere Nobis,1,2011,Italy,Depressive black,2011
Monolith (GER),1,2010,Germany,Psychedelic doom,-
Monolithian,1,2010,United Kingdom,Blackened sludge,2010
Mor Dagor,1,1996,Germany,Black,-
Morgenstern,1,1998,Germany,Folk,1998
Morgue Orgy,1,2008,United Kingdom,Melodic death,-
Mornië Utúlië,1,2013,Poland,Black,2013
Motor Sister,1,2014,USA,Hard rock,-
Movimento D'Avanguardia Ermetico,1,2005,Italy,Atmospheric black,2005
Mudbath,1,2011,France,"Sludge,Blackened hardcore",-
Myrk,1,1997,Iceland,Black,1997
Mystica,1,1999,Belgium,"Melodic death,Black",-
Mythopoeia,1,1993,Czech Republic,"Melodic doom,Death",1993
Naga,1,2013,Italy,"Sludge,Doom",-
Napalm Strike,1,2012,USA,Thrash,2012
Narwhal Tusk,1,2006,Russia,Symphonic power,-
Nashgul,1,2001,Spain,Grindcore,2001
Necropsy,1,2008,USA,"Death,Thrash",2013
Need,1,2003,Greece,Progressive,2003
Nefandus,1,1993,Sweden,Black,-
Negative Core Project,1,2010,Romania,Metalcore,2010
Nekrokraft,1,2012,Sweden,"Black,Death,Thrash",-
Nifrost,1,2005,Norway,"Viking folk,Folk black",2005
Nightslug,1,2011,Germany,Sludge,-
Ningen Isu,1,1987,Japan,"Doom,Heavy,Hard rock,Progressive rock",1987
Noûs,1,2010,Australia,"Doom,Sludge",-
Nolentia,1,2007,France,Grindcore,2007
Norilsk,1,2012,Canada,"Death doom,Funeral doom",-
Northless,1,2007,USA,"Doom,Sludge",2007
Nyctophilia,1,2014,Poland,Depressive black,-
Oceans Of Night,1,2007,USA,Progressive,2007
Ofdrykkja,1,2012,Sweden,Depressive black,-
Offal,1,2003,Brazil,Death,2003
Okazaki Fragments,1,2014,Canada,"Technical death,Grindcore",2015
Oliver/Dawson Saxon,1,1999,United Kingdom,Heavy,1999
Område,1,2014,France,"Experimental rock,Electro avantgarde",-
"One Tail, One Head",1,2008,Norway,Black,2008
Opened Paradise,1,2003,Greece,"Gothic,Gothic rock",-
Orbweaver,1,2010,USA,Psychedelic death,2010
Ordo Inferus,1,2012,Sweden,Death,-
Organ Dealer,1,2013,USA,Grindcore,2013
Oubliette,1,2011,USA,Melodic black,-
Overgarven,1,2001,Greece,Melodic death,2001
Overtures,1,2003,Italy,Heavy,-
P.O.O.R.,1,2006,USA,Grindcore,2006
Paganize,1,2001,Norway,Heavy,-
Paganus,1,2000,Finland,Doom,2000
Palace Of Worms,1,2007,USA,Black,-
Pale Chalice,1,2008,USA,Black,2008
Paroxsihzem,1,2007,Canada,"Black,Death",-
Paul Chain,1,1979,Italy,"Doom,Psychedelic rock",1979
Pavor,1,1987,Germany,Technical death,-
Perfecitizen,1,2011,Czech Republic,Deathgrind,2011
Perpetual Fire,1,1999,Italy,"Heavy,Power",-
Philadelphia,1,1976,USA,Heavy,1976
Phobonoid,1,2013,Italy,"Black,Doom,Industrial",-
Pimeä Metsä,1,2006,Spain,Viking folk,2006
Pink Mass,1,2014,USA,"Crust,Punk ,Black,Grindcore",-
Plague Of Stars,1,2012,USA,Gothic doom,2012
Plaguewielder,1,2012,Luxembourg,Atmospheric doom,-
Pombagira,1,2007,United Kingdom,"Psychedelic doom,Stoner",2007
Præternatura,1,2014,USA,Black,-
Profanator,1,1999,Mexico,Thrash,1999
Project: Roenwolfe,1,2011,USA,"Power,Thrash",-
Psycho Symphony,1,1992,Romania,Progressive thrash,1992
Pulsar Colony,1,2008,USA,"Experimental black,Ambient black,Avantgarde black",-
Purple Hill Witch,1,2010,Norway,Doom,2010
Putrid Offal,1,1991,France,"Death,Grindcore",-
Pyriphlegethon,1,2014,The Netherlands,Black,2014
Quiet Child,1,2004,Australia,Alternative,-
Rabenwolf,1,2007,Germany,"Pagan folk,Black",2007
Reactor,1,1997,Finland,"Doom,Stoner,Rock",-
Regnvm Animale,1,2013,Sweden,"Black,Crust,Punk",2013
Rex Mundi,1,2002,Greece,"Progressive,Thrash",-
Rezident EX,1,2012,Romania,"Hard rock,Heavy",2012
Rhevan,1,2007,Brazil,Gothic,-
Rhino,1,2004,Spain,"Doom,Sludge",2004
Rintrah,1,2009,USA,"Psychedelic doom,Stoner",-
Risen To Reclaim,1,2007,Croatia,Heavy,2007
Ritual Chamber,1,2013,USA,Death,-
Rosa Ígnea,1,2003,Brazil,Gothic,2003
Rosicrucian,1,2010,United Kingdom,Black,2011
Rustless,1,-,Italy,Heavy,-
Ruthless Steel,1,2012,"Greece, Sweden",Heavy,2015
Sacramento,1,2009,Chile,Gothic,2009
Sacred Dawn,1,2005,USA,Melodic progressive,-
Sacrist,1,1992,Czech Republic,Black,1992
Sage's Recital,1,2013,Denmark,Neoclassical symphonic,-
Samhain (US-NH),1,2014,USA,"Atmospheric black,Doom",2014
Saxorior,1,1994,Germany,Melodic black,-
Scala Mercalli,1,1992,Italy,"Heavy,Power",1992
Scavenger,1,2001,Ireland,"Thrash,Heavy",2006
Scumpulse,1,2013,United Kingdom,"Black,Crust,Punk",2013
Sea Bastard,1,2011,United Kingdom,Doom,-
Sedulity,1,2009,USA,"Progressive death,Progressive thrash",2009
Selbst,1,2011,Venezuela,Black,-
Selbstentleibung,1,2006,Austria,Depressive black,2006
Self Spiller,1,2006,USA,"Avantgarde,Experimental black",-
Serpentcult,1,2006,Belgium,Doom,2006
Shadow Of The Torturer,1,2006,USA,"Doom,Sludge",-
Shadowdance,1,1999,USA,Power,1999
Sheol,1,2012,United Kingdom,Death,-
Shroud Of Despondency,1,1999,USA,Black,1999
Shtack,1,2008,The Netherlands,"Melodic death,Folk",-
Silence,1,1995,Germany,Gothic,1995
Silence In The Grey,1,2013,USA,Doom,-
Sin Origin,1,1999,USA,Black,1999
SinHeresY,1,2009,Italy,"Symphonic,Melodic heavy",-
Sinners Burn,1,2007,Sweden,Death,2007
Skadika,1,2005,Germany,"Power,Folk",-
Skeleton Of God,1,1993,USA,"Death,Grindcore,Psychedelic death",1993
Skineater,1,2008,Sweden,Death,-
Skullhog,1,2006,The Netherlands,Goregrind,2006
Snailking,1,2010,Sweden,"Doom,Sludge,Stoner",-
Soijl,1,2014,Sweden,Death doom,2014
Solisia,1,2006,Italy,"Progressive power,Symphonic",-
Son Of A Bitch,1,1994,United Kingdom,Heavy,1994
Sorg Uten Tårer,1,2006,Finland,"Melodic black,Folk",-
Soulsearch,1,1991,Austria,Doom,1991
Soulslide,1,2002,Germany,Symphonic gothic,-
Soundcrawler,1,2011,France,Alternative,2011
Sources Of I,1,2014,Bulgaria,Black,-
Southern Empire,1,2014,Australia,Progressive rock,2014
Sphere Of Souls,1,2004,The Netherlands,Progressive,-
Spidergawd,1,2013,Norway,"Hard rock,Psychedelic rock",2013
Spirit Adrift,1,2015,USA,Doom,-
Splitter,1,2003,Sweden,Grindcore,2003
Spylacopa,1,2000,USA,"Avantgarde,Progressive",-
Starbreeze,1,2008,Russia,Symphonic,2008
Stickoxydal,1,2003,Belarus,"Grindcore,Gore grindcore",-
Stigmhate,1,1998,Italy,Black,1998
StoneLake,1,2002,Sweden,"Melodic heavy,Hard rock",-
Stranger Aeons,1,2002,Lithuania,"Progressive,Progressive rock",2002
Subliminal Crusher,1,2002,Italy,"Melodic death,Thrash",-
Suffer Yourself,1,2011,"Poland, Sweden",Funeral doom,2011
Suicide Emotions,1,2012,Italy,Depressive black,-
Sukekiyo,1,2013,Japan,"Progressive,J-rock",2013
Surtr,1,2009,France,Doom,-
Sus Scrofa,1,1991,France,Pagan black,1991
Swamp Witch,1,2009,USA,"Doom,Sludge",-
Sweet & Lynch,1,2014,USA,Hard rock,2014
Taka Minamino,1,2005,Japan,Neoclassical power,-
Tears Of Mankind,1,2002,Russia,"Gothic,Doom",2002
Temple,1,2011,The Netherlands,Death,-
Temple Nightside,1,2010,Australia,"Black,Death",2010
Teodasia,1,2006,Italy,Symphonic gothic,-
The Atrocity Exhibit,1,2005,United Kingdom,Grindcore,2005
The Conjuration,1,2010,USA,"Avantgarde,Death",-
The Coven,1,2004,Finland,Doom,2004
The Crescent,1,2012,Finland,Black,-
The Drip,1,2007,USA,Grindcore,2007
The Embodiment,1,1994,The Netherlands,Thrash,2009
The End,1,2015,USA,Death,2015
The Howling Wind,1,2006,USA,"Black,Noise",-
The Iniquity Descent,1,2009,Finland,Black,2009
The Konstellation,1,2009,Hungary,"Black,Death",-
The Living Fields,1,2002,USA,Epic doom,2002
The Local Band,1,2013,Finland,Heavy,-
The Nihilistic Front,1,2005,Australia,"Death,Doom",2005
The Order Of The Solar Temple,1,2012,Canada,"Doom,Heavy,Hard rock,Psychedelic rock",-
The Poisoned Glass,1,2015,USA,Drone doom,2015
The Ransack,1,2001,Portugal,Death,-
The Senseless,1,1997,United Kingdom,Deathgrind,1997
The Steve Grimmett Band,1,2006,United Kingdom,Heavy,-
The Temple,1,2005,Greece,Doom,2005
The Voynich Code,1,2013,Portugal,"Progressive deathcore,Technical deathcore",-
Thera Roya,1,2011,USA,"Sludge,Post-metal",2011
Third Storm,1,1986,Sweden,Black,-
Throes,1,2011,United Kingdom,Blackened death,2011
Timo Komulainen,1,2011,Finland,Progressive,-
Tine,1,2011,USA,"Symphonic black,Death",2011
Tod Huetet Uebel,1,2012,Portugal,Black,-
Tombstone,1,2001,Finland,Heavy,2001
Tome Of The Unreplenished,1,2012,Cyprus,Atmospheric black,-
Tony C,1,2013,USA,"Progressive,Instrumental",2013
Torn Apart,1,2005,Sweden,Death,2009
Totem,1,2002,Poland,"Death,Thrash",2002
Totem Skin,1,2012,Sweden,Blackened hardcore,-
Trauma (USA),1,1981,USA,"Power,Speed",1981
Trauma Moralis,1,2006,Latvia,Grindcore,-
Trial,1,2007,Sweden,Heavy,2007
Trifixion,1,2009,United Kingdom,"Brutal death,Technical death",2014
Triumvir Foul,1,2014,USA,Death,2014
Tulsadoom,1,2007,Austria,"Blackened heavy,Thrash",-
Tummler And Solomon,1,2010,USA,Stoner,2010
Tyrant Eyes,1,1993,Germany,Power,-
Umbah,1,1990,United Kingdom,"Avantgarde,Death,Industrial",1990
Under That Spell,1,2008,Germany,Black,2014
Union,1,2005,Poland,Black,2005
Unrest,1,2006,USA,Grindcore,-
Unru,1,2012,Germany,"Black,Crust,Punk",2012
Urðarmáni,1,2015,Sweden,Depressive black,-
Ureas,1,2003,Denmark,"Power,Progressive",2003
Valpurgis Night,1,2008,United Kingdom,Heavy,-
Varga,1,1989,Canada,"Progressive thrash,Industrial thrash,Thrash,Groove thrash",1989
Vassafor,1,1994,New Zealand,Black,-
Vehement,1,2002,Italy,Thrash,2002
Verdun,1,2010,France,"Sludge,Hardcore",-
Vermin,1,2002,The Netherlands,Death,2002
Vin de Mia Trix,1,2007,Ukraine,Death doom,-
Vitacit,1,1972,Czech Republic,Heavy,1972
Voices From Beyond,1,2006,Italy,Thrash,-
Voidless Form,1,2015,Romania,"Noise,Drone doom",2015
Volition,1,2005,United Kingdom,Doom,-
Voodooshock,1,1998,Germany,Doom,1998
Vuyvr,1,2011,Switzerland,Black,-
Wagars,1,2012,Latvia,"Crust,Punk ,Black",2012
Wake,1,2009,Canada,Grindcore,-
Warlord U.K.,1,1993,United Kingdom,"Death,Thrash",1993
Weapon UK,1,-,United Kingdom,"New wave of british heavy,Heavy",-
Wheelfall,1,2009,France,Stoner,2009
Where She Wept,1,1996,USA,"Black,Death,Gothic doom",2014
Winters,1,2005,United Kingdom,"Sludge,Doom",2005
Wistful,1,2010,Portugal,"Atmospheric black,Shoegaze",-
Witchcurse,1,2005,Greece,Heavy,2005
Witchrist,1,2006,New Zealand,"Black,Death",-
Withershin,1,2006,Sweden,Black,2006
Wolfpack,1,1995,Sweden,"Crust punk,D-beat",2001
Wolves Carry My Name,1,2011,Germany,"Stoner,Sludge",2011
Wood Of Suicides,1,2006,Australia,"Black,Doom",-
Wovoka,1,2013,USA,"Doom,Post-metal,Sludge",2013
Wretch,1,2015,USA,Doom,-
Wrong,1,2012,Spain,Black,2012
WVRM,1,2013,USA,Grindcore,-
Wyruz,1,2002,Norway,"Death,Thrash",2002
Xerión,1,2001,Spain,Celtic black,-
Xsavior,1,2003,Sweden,Progressive,2003
Yautja,1,2011,USA,"Sludge,Hardcore",-
Ye Goat-Herd Gods,1,2010,Canada,Blackened heavy,2010
Yellow Eyes,1,2010,USA,Black,-
Yhdarl,1,2006,Belgium,"Black,Drone doom",2006
Your Chance To Die,1,2007,USA,"Melodic death,Metalcore",-
Your Tomorrow Alone,1,2009,Italy,"Progressive doom,Gothic",2009
?rec,1,2004,Czech Republic,Pagan folk,-
Ömheten,0,2012,Sweden,Depressive black,2012
(In)Trance,0,2009,Russia,Gothic,-
6th Dimension,0,2008,Cyprus,"Alternative,Progressive",2008
9.7 Richter,0,2006,Romania,Heavy,-
